unit_id,is_naval,land_unit_id,naval_unit_id,recruitment_cost,upkeep_cost,weight
CiG_Rom_Vet_Legionaries_Six,1,Rom_Vet_Legionaries,roman_six,1750,390,heavy
Dac_Armoured_Spears,0,Dac_Armoured_Spears,barbarian_transport,580,110,heavy
Dac_Ballista,0,Dac_Ballista,barbarian_transport_small,560,110,medium
Dac_Ballista_Bastion,0,Dac_Ballista_Bastion,barbarian_transport_small,560,110,medium
Dac_Ballista_Five,1,Dac_Ballista_Shp,barbarian_roman_ballista_five,640,128,medium
Dac_Bow_Horsemen,0,Dac_Bow_Horsemen,barbarian_transport_small,420,80,light
Dac_Bowmen,0,Dac_Bowmen,barbarian_transport,290,70,very_light
Dac_Bowmen_Five,1,Dac_Bowmen,barbarian_greek_five,790,158,medium
Dac_Cheiroballistra,0,Dac_Cheiroballistra,barbarian_transport_small,520,100,light
Dac_Falxmen,0,Dac_Falxmen,barbarian_transport,320,90,medium
Dac_Falxmen_Raider,1,Dac_Falxmen,barbarian_heavy_raider,710,142,heavy
Dac_Giant_Ballista,0,Dac_Giant_Ballista,barbarian_transport_small,730,150,medium
Dac_Heavy_Bowmen,0,Dac_Heavy_Bowmen,barbarian_transport,440,90,light
Dac_Heavy_Skirm,0,Dac_Heavy_Skirm,barbarian_transport,450,90,light
Dac_Heavy_Spears,0,Dac_Heavy_Spears,barbarian_transport,480,90,heavy
Dac_Heavy_Spears_Four,1,Dac_Heavy_Spears,barbarian_persian_four,690,138,medium
Dac_Heavy_Spears_Raider,1,Dac_Heavy_Spears,barbarian_medium_raider_melee,580,116,medium
Dac_Large_Onager,0,Dac_Large_Onager,barbarian_transport_small,790,160,medium
Dac_Noble_Horsemen,0,Dac_Noble_Horsemen,barbarian_transport_small,1270,200,very_heavy
Dac_Noble_Spears,0,Dac_Noble_Spears,barbarian_transport,1100,200,very_heavy
Dac_Noble_Swords,0,Dac_Noble_Swords,barbarian_transport,1260,200,very_heavy
Dac_Onager,0,Dac_Onager,barbarian_transport_small,580,120,medium
Dac_Onager_Bastion,0,Dac_Onager_Bastion,barbarian_transport_small,580,120,medium
Dac_Onager_Five,1,Dac_Onager_Shp,barbarian_roman_onager_five,760,152,medium
Dac_Scorpion,0,Dac_Scorpion,barbarian_transport_small,490,100,medium
Dac_Scorpion_Bastion,0,Dac_Scorpion_Bastion,barbarian_transport_small,490,100,medium
Dac_Skirm,0,Dac_Skirm,barbarian_transport,300,80,light
Dac_Skirm_Raider,1,Dac_Skirm,barbarian_raider_ranged,420,84,light
Dac_Spear_Horsemen,0,Dac_Spear_Horsemen,barbarian_transport_small,550,110,heavy
Dac_Spear_Warriors,0,Dac_Spear_Warriors,barbarian_transport,300,90,medium
Dac_Spears,0,Dac_Spears,barbarian_transport,220,70,medium
Dac_Spears_Raider,1,Dac_Spears,barbarian_raider_melee,340,68,light
Dac_Tribesmen,0,Dac_Tribesmen,barbarian_transport,180,60,medium
Eas_Archers,0,Eas_Archers,pel_transport,350,90,very_light
Eas_Archers_Five,1,Eas_Archers,persian_five,820,164,medium
Eas_Archers_Five_Dbl_Scorpio,1,Eas_Archers,persian_double_scorpio_five,1020,204,medium
Eas_Archers_Five_Lft_Bow,1,Eas_Archers,persian_lft_five,1020,204,medium
Eas_Archers_Three,1,Eas_Archers,persian_three,530,106,light
Eas_Archers_Three_Scorpio,1,Eas_Archers,persian_scorpio_three,770,154,light
Eas_Armour_Horse_Archers,0,Eas_Armour_Horse_Archers,pel_transport,640,120,medium
Eas_Axemen,0,Eas_Axemen,pel_transport,640,120,heavy
Eas_Azat_Knights,0,Eas_Azat_Knights,pel_transport,1200,200,very_heavy
Eas_Ballista,0,Eas_Ballista,pel_transport,560,110,medium
Eas_Ballista_Bastion,0,Eas_Ballista_Bastion,pel_transport,560,110,medium
Eas_Ballista_Five,1,Eas_Ballista_Shp,persian_ballista_five,630,126,medium
Eas_Bithynian_Infantry,0,Eas_Bithynian_Infantry,pel_transport,340,70,medium
Eas_Camel_Cataphracts,0,Eas_Camel_Cataphracts,pel_transport,1160,190,super_heavy
Eas_Cappadocian_Cav,0,Eas_Cappadocian_Cav,pel_transport,820,150,heavy
Eas_Cataphracts,0,Eas_Cataphracts,pel_transport,1060,180,super_heavy
Eas_Cheiroballistra,0,Eas_Cheiroballistra,pel_transport,520,100,light
Eas_Elite_Archers_Six,1,Eas_Hillmen,persian_six,1290,258,heavy
Eas_Elite_Archers_Six_Lft_Aft,1,Eas_Hillmen,persian_lft_six,1360,272,heavy
Eas_Elite_Persian_Archers,0,Eas_Elite_Persian_Archers,pel_transport,530,100,very_light
Eas_Garrison_Spear,0,Eas_Garrison_Spear,pel_transport,170,50,medium
Eas_Giant_Ballista,0,Eas_Giant_Ballista,pel_transport,730,150,medium
Eas_Hillmen,0,Eas_Hillmen,pel_transport,220,70,medium
Eas_Hillmen_Four,1,Eas_Hillmen,persian_four,560,112,medium
Eas_Hillmen_Two,1,Eas_Hillmen,greek_two,290,58,light
Eas_Horse_Archers,0,Eas_Horse_Archers,pel_transport,400,90,very_light
Eas_Horse_Skirm,0,Eas_Horse_Skirm,pel_transport,390,80,light
Eas_Javelinmen,0,Eas_Javelinmen,pel_transport,370,80,very_light
Eas_Javelinmen_One_Halfer,1,Eas_Javelinmen,persian_one_halfer,440,88,light
Eas_Javelinmen_Two_Halfer,1,Eas_Javelinmen,persian_two_halfer,570,114,light
Eas_Kartli_Axemen,0,Eas_Kartli_Axemen,pel_transport,760,140,heavy
Eas_Kartli_Four,1,Eas_Kartli_Axemen,persian_four,800,160,medium
Eas_Large_Onager,0,Eas_Large_Onager,pel_transport,780,160,medium
Eas_Median_Cav,0,Eas_Median_Cav,pel_transport,620,120,medium
Eas_Mob,0,Eas_Mob,pel_transport,30,5,very_light
Eas_Noble_Blood_Cav,0,Eas_Noble_Blood_Cav,pel_transport,750,130,heavy
Eas_Noble_Horse_Archers,0,Eas_Noble_Horse_Archers,pel_transport,880,150,very_heavy
Eas_Noble_Spear,0,Eas_Noble_Spear,pel_transport,850,150,heavy
Eas_Onager,0,Eas_Onager,pel_transport,580,120,medium
Eas_Onager_Bastion,0,Eas_Onager_Bastion,pel_transport,580,120,medium
Eas_Onager_Five,1,Eas_Onager_Shp,persian_onager_five,750,150,medium
Eas_Par_Archers_Three,1,Eas_Parthian_Foot_Archers,persian_three,610,122,light
Eas_Par_Archers_Three_Scorpio,1,Eas_Parthian_Foot_Archers,persian_scorpio_three,850,170,light
Eas_Par_Sword,0,Eas_Par_Sword,pel_transport,730,130,heavy
Eas_Parthian_Foot_Archers,0,Eas_Parthian_Foot_Archers,pel_transport,400,80,very_light
Eas_Parthian_Horse_Archers,0,Eas_Parthian_Horse_Archers,pel_transport,430,90,very_light
Eas_Per_Archers_Five,1,Eas_Persian_Light_Archers,persian_five,1010,202,medium
Eas_Per_Archers_Five_Dbl_G_Scorpio,1,Eas_Persian_Light_Archers,greek_double_scorpio_five,1210,242,medium
Eas_Per_Archers_Five_Dbl_Scorpio,1,Eas_Persian_Light_Archers,persian_double_scorpio_five,1210,242,medium
Eas_Per_Archers_Five_Lft_Bow,1,Eas_Persian_Light_Archers,persian_lft_five,1210,242,medium
Eas_Per_Archers_Five_Lft_G_Bow,1,Eas_Persian_Light_Archers,greek_lft_five,1210,242,medium
Eas_Per_Archers_G_Five,1,Eas_Persian_Light_Archers,greek_five,1010,202,medium
Eas_Persian_Cavalry,0,Eas_Persian_Cavalry,pel_transport,760,140,very_heavy
Eas_Persian_Hoplites,0,Eas_Persian_Hoplites,pel_transport,440,90,heavy
Eas_Persian_Light_Archers,0,Eas_Persian_Light_Archers,pel_transport,360,80,very_light
Eas_Pontic_Pel_Two_Halfer,1,Eas_Pontic_Peltasts,persian_two_halfer,600,120,light
Eas_Pontic_Peltasts,0,Eas_Pontic_Peltasts,pel_transport,450,90,light
Eas_Pontic_Six,1,Eas_Pontic_Sword,persian_six,1170,234,heavy
Eas_Pontic_Six_Lft_Aft,1,Eas_Pontic_Sword,persian_lft_six,1270,254,heavy
Eas_Pontic_Sword,0,Eas_Pontic_Sword,pel_transport,620,110,heavy
Eas_Royal_Cataphracts,0,Eas_Royal_Cataphracts,pel_transport,1450,200,super_heavy
Eas_Scorpion,0,Eas_Scorpion,pel_transport,490,100,medium
Eas_Scorpion_Bastion,0,Eas_Scorpion_Bastion,pel_transport,490,100,medium
Eas_Scorpion_Pot_Ballista,0,Eas_Scorpion_Pot_Ballista,pel_transport,560,110,medium
Eas_Slingers,0,Eas_Slingers,pel_transport,380,80,very_light
Eas_Slingers_P_Three,1,Eas_Slingers,persian_three,530,106,light
Eas_Slingers_P_Three_Scorpio,1,Eas_Slingers,persian_scorpio_three,770,154,light
Eas_Slingers_Three,1,Eas_Slingers,greek_three,530,106,light
Eas_Slingers_Three_Scorpio,1,Eas_Slingers,greek_scorpio_three,630,126,light
Eas_Slingers_Two_Halfer,1,Eas_Slingers,persian_two_halfer,540,108,light
Eas_Spear,0,Eas_Spear,pel_transport,180,50,medium
Eas_Spear_Two,1,Eas_Spear,persian_two,310,62,light
Eas_Spear_Two_Fire_Pots,1,Eas_Spear,persian_fire_pot_two,360,72,light
Eas_Syr_Archers_Seven,1,Eas_Syrian_Heavy_Archers,greek_seven,1510,302,heavy
Eas_Syr_Archers_Seven_Scorpio_Hft,1,Eas_Syrian_Heavy_Archers,greek_scorpio_hft_seven,1810,362,heavy
Eas_Syrian_Heavy_Archers,0,Eas_Syrian_Heavy_Archers,pel_transport,520,100,light
Egy_Archers,0,Egy_Archers,pel_transport,280,70,very_light
Egy_Archers_Five,1,Egy_Archers,egyptian_five,790,158,medium
Egy_Archers_Five_Lft_Bow,1,Egy_Archers,egyptian_lft_five,990,198,medium
Egy_Ballista_Five,1,Gre_Ballista_Shp,egyptian_ballista_five,640,128,medium
Egy_Cav,0,Egy_Cav,pel_transport,600,100,medium
Egy_Galatian_Royal_Guard,0,Egy_Galatian_Royal_Guard,pel_transport,1380,200,very_heavy
Egy_Galatian_Sword,0,Egy_Galatian_Sword,pel_transport,470,90,medium
Egy_Infantry,0,Egy_Infantry,pel_transport,200,60,medium
Egy_Infantry_Eight,1,Egy_Infantry,egyptian_eight,1450,290,heavy
Egy_Infantry_Eight_Dbl_Hft,1,Egy_Infantry,egyptian_double_hft_eight,1750,350,heavy
Egy_Javelinmen,0,Egy_Javelinmen,pel_transport,340,80,very_light
Egy_Javelinmen_One_Halfer,1,Egy_Javelinmen,egyptian_one_halfer,370,74,light
Egy_Javelinmen_Two_Halfer,1,Egy_Javelinmen,egyptian_two_halfer,490,98,light
Egy_Karian_Axemen,0,Egy_Karian_Axemen,pel_transport,400,90,medium
Egy_Karian_Six,1,Egy_Karian_Axemen,egyptian_six,1050,210,heavy
Egy_Mob,0,Egy_Mob,pel_transport,30,5,very_light
Egy_Nubian_Bowmen,0,Egy_Nubian_Bowmen,pel_transport,360,70,very_light
Egy_Nubian_Spear,0,Egy_Nubian_Spear,pel_transport,380,80,light
Egy_Nubian_Two,1,Egy_Nubian_Spear,egyptian_two,370,74,light
Egy_Nubian_Two_Fire_Pots,1,Egy_Nubian_Spear,egyptian_fire_pot_two,420,84,light
Egy_Onager_Five,1,Gre_Onager_Shp,egyptian_onager_five,760,152,medium
Egy_Pike,0,Egy_Pike,pel_transport,430,90,medium
Egy_Slingers,0,Egy_Slingers,pel_transport,270,70,very_light
Egy_Slingers_Three,1,Egy_Slingers,egyptian_three,540,108,light
Egy_Slingers_Three_Scorpio,1,Egy_Slingers,egyptian_scorpio_three,640,128,light
Egy_Sobek_Cultists,0,Egy_Sobek_Cultists,pel_transport,550,100,medium
Emp_Rom_First_Cohort,0,Rom_First_Cohort,pel_transport,910,180,heavy
Emp_Rom_Legatus,0,Rom_Legatus,pel_transport,430,90,heavy
Emp_Rom_Legionaries,0,Rom_Legionaries,pel_transport,660,140,very_heavy
Emp_Rom_Legionaries_Four,1,Rom_Legionaries,roman_four,750,150,medium
Emp_Rom_Legionaries_Two,1,Rom_Legionaries,roman_two,420,84,light
Emp_Rom_Legionaries_Two_Fire_Pots,1,Rom_Legionaries,roman_fire_pot_two,470,94,light
Emp_Rom_Legionary_Cav,0,Rom_Legionary_Cav,pel_transport,620,120,medium
Emp_Rom_Vet_Legionaries,0,Rom_Vet_Legionaries,pel_transport,850,160,very_heavy
Emp_Rom_Vet_Legionaries_Lft_Aft,1,Rom_Vet_Legionaries,roman_six,1190,238,heavy
Emp_Rom_Vet_Legionaries_Six,1,Rom_Vet_Legionaries,roman_lft_six,1390,278,heavy
Emp_Rom_Vigiles,0,Rom_Vigiles,pel_transport,200,60,medium
Ger_Ballista,0,Ger_Ballista,barbarian_transport_small,560,110,medium
Ger_Ballista_Bastion,0,Ger_Ballista_Bastion,barbarian_transport_small,560,110,medium
Ger_Ballista_Five,1,Ger_Ballista_Shp,barbarian_roman_ballista_five,650,130,medium
Ger_Berserkers,0,Ger_Berserkers,barbarian_transport_small,820,150,heavy
Ger_Bloodsworn,0,Ger_Bloodsworn,barbarian_transport,420,90,light
Ger_Cheiroballistra,0,Ger_Cheiroballistra,barbarian_transport_small,520,100,light
Ger_Cimbri_Bowwomen,0,Ger_Cimbri_Bowwomen,barbarian_transport,380,90,very_light
Ger_Club_Levy,0,Ger_Club_Levy,barbarian_transport,200,50,light
Ger_Club_Medium_Raider,1,Ger_Bloodsworn,barbarian_medium_raider_melee,400,80,medium
Ger_Giant_Ballista,0,Ger_Giant_Ballista,barbarian_transport_small,730,150,medium
Ger_Hex_Bearers,0,Ger_Hex_Bearers,barbarian_transport,200,50,light
Ger_Horse_Runners,0,Ger_Horse_Runners,barbarian_transport,450,90,very_light
Ger_Large_Onager,0,Ger_Large_Onager,barbarian_transport_small,790,160,medium
Ger_Longbow_Five,1,Ger_Longbow_Hunters,barbarian_greek_five,750,150,medium
Ger_Longbow_Hunters,0,Ger_Longbow_Hunters,barbarian_transport,300,90,very_light
Ger_Longbow_Medium_Raider,1,Ger_Longbow_Hunters,barbarian_medium_raider_ranged,520,104,medium
Ger_Night_Hunters,0,Ger_Night_Hunters,barbarian_transport,720,140,light
Ger_Noble_Riders,0,Ger_Noble_Riders,barbarian_transport_small,1180,200,heavy
Ger_Onager,0,Ger_Onager,barbarian_transport_small,580,120,medium
Ger_Onager_Bastion,0,Ger_Onager_Bastion,barbarian_transport_small,580,120,medium
Ger_Onager_Five,1,Ger_Onager_Shp,barbarian_roman_onager_five,720,144,medium
Ger_Riders_Hunt,0,Ger_Riders_Hunt,barbarian_transport_small,570,110,light
Ger_Round_Shield_Sword,0,Ger_Round_Shield_Sword,barbarian_transport,450,90,medium
Ger_Scorpion,0,Ger_Scorpion,barbarian_transport_small,490,100,medium
Ger_Scorpion_Bastion,0,Ger_Scorpion_Bastion,barbarian_transport_small,490,100,medium
Ger_Scout_Riders,0,Ger_Scout_Riders,barbarian_transport_small,440,90,very_light
Ger_Slingers,0,Ger_Slingers,barbarian_transport,260,70,very_light
Ger_Slingers_Raider,1,Ger_Slingers,barbarian_raider_ranged,310,62,light
Ger_Spear_Brothers,0,Ger_Spear_Brothers,barbarian_transport,480,100,light
Ger_Spear_Brothers_Four,1,Ger_Spear_Brothers,barbarian_persian_four,640,128,medium
Ger_Spear_Four,1,Ger_Spear_Levy,roman_four,560,112,medium
Ger_Spear_Levy,0,Ger_Spear_Levy,barbarian_transport,220,80,light
Ger_Spear_Medium_Raider,1,Ger_Spear_Levy,barbarian_medium_raider_melee,460,92,medium
Ger_Spear_Raider,1,Ger_Spear_Levy,barbarian_raider_melee,310,84,light
Ger_Spear_Six,1,Ger_Spear_Levy,roman_six,910,182,heavy
Ger_Spear_Six_Lft_Aft,1,Ger_Spear_Levy,roman_harpax_six,1110,222,heavy
Ger_Spear_Wall,0,Ger_Spear_Wall,barbarian_transport,660,110,medium
Ger_Spearwomen,0,Ger_Spearwomen,barbarian_transport,660,110,light
Ger_Sword_Heavy_Raider,1,Ger_Sword_Masters,barbarian_heavy_raider,910,182,heavy
Ger_Sword_Masters,0,Ger_Sword_Masters,barbarian_transport,1280,200,heavy
Ger_Tribesmen,0,Ger_Tribesmen,barbarian_transport,180,60,light
Ger_Wodanaz_Spears,0,Ger_Wodanaz_Spears,barbarian_transport,890,120,medium
Ger_Wolf_Warriors,0,Ger_Wolf_Warriors,barbarian_transport,700,110,medium
Ger_Youths,0,Ger_Youths,barbarian_transport,300,80,very_light
Gre_Agema_Cav,0,Gre_Agema_Cav,pel_transport,1300,200,very_heavy
Gre_Agema_Spears,0,Gre_Agema_Spears,pel_transport,840,130,medium
Gre_Agrianian_Axemen,0,Gre_Agrianian_Axemen,pel_transport,500,100,medium
Gre_Archers,0,Gre_Archers,pel_transport,250,70,very_light
Gre_Archers_Five,1,Gre_Archers,greek_five,750,150,medium
Gre_Archers_Five_Dbl_Scorpio,1,Gre_Archers,greek_double_scorpio_five,950,190,medium
Gre_Archers_Five_Lft_Bow,1,Gre_Archers,greek_lft_five,950,190,medium
Gre_Archers_Seven,1,Gre_Archers,greek_seven,1130,226,heavy
Gre_Archers_Seven_Scorpio_Hft,1,Gre_Archers,greek_scorpio_hft_seven,1430,286,heavy
Gre_Aspis_Companion_Cav,0,Gre_Aspis_Companion_Cav,pel_transport,1300,200,very_heavy
Gre_Axemen_Six,1,Gre_Agrianian_Axemen,greek_six,1060,212,heavy
Gre_Ballista,0,Gre_Ballista,pel_transport,560,110,medium
Gre_Ballista_Bastion,0,Gre_Ballista_Bastion,pel_transport,560,110,medium
Gre_Ballista_Five,1,Gre_Ballista_Shp,persian_ballista_five,640,128,medium
Gre_Ballista_Seven,1,Gre_Ballista_Shp,greek_onager_five,940,188,heavy
Gre_Beehive_Onager,0,Gre_Beehive_Onager,pel_transport,580,120,medium
Gre_Bronze_Shield_Pike,0,Gre_Bronze_Shield_Pike,pel_transport,820,150,heavy
Gre_Cheiroballistra,0,Gre_Cheiroballistra,pel_transport,520,100,light
Gre_Cimmerian_Archers_Seven,1,Gre_Cimmerian_Heavy_Archers,greek_seven,1130,226,heavy
Gre_Cimmerian_Archers_Seven_Scorpio_Hft,1,Gre_Cimmerian_Heavy_Archers,greek_scorpio_hft_seven,1430,286,heavy
Gre_Cimmerian_Heavy_Archers,0,Gre_Cimmerian_Heavy_Archers,pel_transport,600,130,light
Gre_Cimmerian_Noble_Infantry,0,Gre_Cimmerian_Noble_Infantry,pel_transport,1090,200,very_heavy
Gre_Citizen_Cav,0,Gre_Citizen_Cav,pel_transport,540,100,medium
Gre_Citizen_Hoplites,0,Gre_Citizen_Hoplites,pel_transport,280,60,medium
Gre_Colchian_Nobles,0,Gre_Colchian_Nobles,pel_transport,980,180,heavy
Gre_Companion_Cav,0,Gre_Companion_Cav,pel_transport,1300,200,very_heavy
Gre_Cretan_Archers,0,Gre_Cretan_Archers,pel_transport,600,130,very_light
Gre_Foot_Companions,0,Gre_Foot_Companions,pel_transport,1220,200,very_heavy
Gre_Giant_Ballista,0,Gre_Giant_Ballista,pel_transport,730,150,medium
Gre_Gorgos_Skirmishers,0,Gre_Gorgos_Skirmishers,pel_transport,320,80,very_light
Gre_Hel_Archers_Five,1,Gre_Helot_Archers,greek_five,750,150,medium
Gre_Hel_Archers_Five_Dbl_Scorpio,1,Gre_Helot_Archers,greek_double_scorpio_five,950,190,medium
Gre_Hel_Archers_Lft_Bow,1,Gre_Helot_Archers,greek_lft_five,950,190,medium
Gre_Hel_Javelinmen_One_Halfer,1,Gre_Helot_Javelinmen,greek_one_halfer,330,66,light
Gre_Hel_Javelinmen_Two_Halfer,1,Gre_Helot_Javelinmen,greek_two_halfer,450,90,light
Gre_Hel_Slingers_Three,1,Gre_Helot_Slingers,greek_three,530,106,light
Gre_Hel_Slingers_Three_Scorpio,1,Gre_Helot_Slingers,greek_scorpio_three,590,118,light
Gre_Hellenic_Cataphracts,0,Gre_Hellenic_Cataphracts,pel_transport,1420,210,super_heavy
Gre_Helot_Archers,0,Gre_Helot_Archers,pel_transport,250,70,very_light
Gre_Helot_Javelinmen,0,Gre_Helot_Javelinmen,pel_transport,220,60,very_light
Gre_Helot_Slingers,0,Gre_Helot_Slingers,pel_transport,270,70,very_light
Gre_Heroes_Sparta,0,Gre_Heroes_Sparta,pel_transport,950,160,super_heavy
Gre_Hippeus_Lancers,0,Gre_Hippeus_Lancers,pel_transport,1080,190,very_heavy
Gre_Hoplites,0,Gre_Hoplites,pel_transport,650,130,very_heavy
Gre_Hoplites_Four,1,Gre_Hoplites,greek_four,730,146,medium
Gre_Javelinmen,0,Gre_Javelinmen,pel_transport,220,60,very_light
Gre_Javelinmen_One_Halfer,1,Gre_Javelinmen,greek_one_halfer,370,74,light
Gre_Javelinmen_Two_Halfer,1,Gre_Javelinmen,greek_two_halfer,410,82,light
Gre_Large_Onager,0,Gre_Large_Onager,pel_transport,790,160,medium
Gre_Levy_Pike,0,Gre_Levy_Pike,pel_transport,450,90,heavy
Gre_Levy_Thureos_Spears,0,Gre_Levy_Thureos_Spears,pel_transport,340,90,light
Gre_Light_Cav,0,Gre_Light_Cav,pel_transport,440,90,light
Gre_Light_Hoplites,0,Gre_Light_Hoplites,pel_transport,440,90,light
Gre_Light_Peltasts,0,Gre_Light_Peltasts,pel_transport,460,90,very_light
Gre_Light_Peltasts_One_Halfer,1,Gre_Light_Peltasts,greek_one_halfer,500,100,light
Gre_Light_Peltasts_Two,1,Gre_Light_Peltasts,greek_two,480,96,light
Gre_Light_Peltasts_Two_Fire_Pots,1,Gre_Light_Peltasts,greek_fire_pot_two,530,106,light
Gre_Light_Peltasts_Two_Halfer,1,Gre_Light_Peltasts,greek_two_halfer,640,128,light
Gre_Massilian_Cav,0,Gre_Massilian_Cav,pel_transport,500,100,medium
Gre_Massilian_Hoplites,0,Gre_Massilian_Hoplites,pel_transport,920,180,very_heavy
Gre_Massilian_Thureos_Spears,0,Gre_Massilian_Thureos_Spears,pel_transport,560,100,medium
Gre_Militia_Hop_Two,1,Gre_Militia_Hoplites,greek_two,300,90,light
Gre_Militia_Hop_Two_Fire_Pots,1,Gre_Militia_Hoplites,greek_fire_pot_two,350,105,light
Gre_Militia_Hoplites,0,Gre_Militia_Hoplites,pel_transport,300,80,very_heavy
Gre_Mob,0,Gre_Mob,pel_transport,30,5,very_light
Gre_Molossian_Dogs,0,Gre_Molossian_Dogs,pel_transport,575,110,light
Gre_Onager,0,Gre_Onager,pel_transport,580,120,medium
Gre_Onager_Bastion,0,Gre_Onager_Bastion,pel_transport,580,120,medium
Gre_Onager_Five,1,Gre_Onager_Shp,greek_onager_five,760,152,medium
Gre_Peltasts,0,Gre_Peltasts,pel_transport,420,90,light
Gre_Peltasts_One_Halfer,1,Gre_Peltasts,greek_one_halfer,510,102,light
Gre_Peltasts_Two,1,Gre_Peltasts,greek_two,490,98,light
Gre_Peltasts_Two_Fire_Pots,1,Gre_Peltasts,greek_fire_pot_two,540,108,light
Gre_Peltasts_Two_Halfer,1,Gre_Peltasts,greek_two_halfer,650,130,light
Gre_Per_Hoplites_Four,1,Gre_Periokoi_Hoplites,greek_four,660,132,medium
Gre_Per_Hoplites_Two,1,Gre_Periokoi_Hoplites,greek_two,360,72,light
Gre_Per_Hoplites_Two_Fire_Pots,1,Gre_Periokoi_Hoplites,greek_fire_pot_two,410,82,light
Gre_Pergamon_Noble_Cavalry,0,Gre_Pergamon_Noble_Cavalry,pel_transport,1200,200,very_heavy
Gre_Periokoi_Hoplites,0,Gre_Periokoi_Hoplites,pel_transport,510,100,very_heavy
Gre_Periokoi_Peltasts,0,Gre_Periokoi_Peltasts,pel_transport,420,90,light
Gre_Periokoi_Pike,0,Gre_Periokoi_Pike,pel_transport,510,100,heavy
Gre_Periokoi_Spears,0,Gre_Periokoi_Spears,pel_transport,400,90,medium
Gre_Picked_Hoplites,0,Gre_Picked_Hoplites,pel_transport,1200,200,very_heavy
Gre_Picked_Peltasts,0,Gre_Picked_Peltasts,pel_transport,720,120,light
Gre_Pike,0,Gre_Pike,pel_transport,600,110,heavy
Gre_Polybolos,0,Gre_Polybolos,pel_transport,620,120,medium
Gre_Polybolos_Bastion,0,Gre_Polybolos_Bastion,pel_transport,960,190,medium
Gre_Pontic_Royal_Cav,0,Gre_Pontic_Royal_Cav,pel_transport,1200,200,very_heavy
Gre_Ptolemaic_Cav,0,Gre_Ptolemaic_Cav,pel_transport,1300,200,very_heavy
Gre_Rhodian_Slingers,0,Gre_Rhodian_Slingers,pel_transport,590,90,very_light
Gre_Royal_Cav,0,Gre_Royal_Cav,pel_transport,1270,200,very_heavy
Gre_Royal_Guard,0,Gre_Royal_Guard,pel_transport,1260,200,very_heavy
Gre_Royal_Pel_Six,1,Gre_Royal_Peltasts,greek_six,1360,272,heavy
Gre_Royal_Peltasts,0,Gre_Royal_Peltasts,pel_transport,1280,200,heavy
Gre_Royal_Spartans,0,Gre_Royal_Spartans,pel_transport,1250,200,super_heavy
Gre_Royal_Thorax_Sword,0,Gre_Royal_Thorax_Sword,pel_transport,1270,200,very_heavy
Gre_Sarissa_Cav,0,Gre_Sarissa_Cav,pel_transport,400,70,light
Gre_Scorpion,0,Gre_Scorpion,pel_transport,490,100,medium
Gre_Scorpion_Bastion,0,Gre_Scorpion_Bastion,pel_transport,490,100,medium
Gre_Scythed_Chariots,0,Gre_Scythed_Chariots,pel_transport,1380,200,very_heavy
Gre_Scythian_Hoplites,0,Gre_Scythian_Hoplites,pel_transport,530,100,heavy
Gre_Scythian_Hoplites_Six,1,Gre_Scythian_Hoplites,greek_six,1260,252,heavy
Gre_Shield_Bearers,0,Gre_Shield_Bearers,pel_transport,1160,200,very_heavy
Gre_Silver_Shield_Pike,0,Gre_Silver_Shield_Pike,pel_transport,1280,200,very_heavy
Gre_Silver_Shield_Sword,0,Gre_Silver_Shield_Sword,pel_transport,1280,200,very_heavy
Gre_Skirm_Cav,0,Gre_Skirm_Cav,pel_transport,340,80,light
Gre_Slingers,0,Gre_Slingers,pel_transport,270,70,very_light
Gre_Slingers_Five,1,Gre_Slingers,greek_five,780,156,medium
Gre_Slingers_Five_Dbl_Scorpio,1,Gre_Slingers,greek_double_scorpio_five,980,196,medium
Gre_Slingers_Five_Lft_Bow,1,Gre_Slingers,greek_lft_five,980,196,medium
Gre_Slingers_Three,1,Gre_Slingers,greek_three,520,104,light
Gre_Slingers_Three_Scorpio,1,Gre_Slingers,greek_scorpio_three,620,124,light
Gre_Spartan_Hoplites,0,Gre_Spartan_Hoplites,pel_transport,700,120,super_heavy
Gre_Spartan_Pike,0,Gre_Spartan_Pike,pel_transport,720,100,super_heavy
Gre_Spartan_Six,1,Gre_Spartan_Hoplites,greek_six,1130,226,heavy
Gre_Spartan_Youths,0,Gre_Spartan_Youths,pel_transport,280,70,medium
Gre_Tarantine_Cav,0,Gre_Tarantine_Cav,pel_transport,560,110,medium
Gre_Thessalian_Cav,0,Gre_Thessalian_Cav,pel_transport,740,130,heavy
Gre_Thorax_Hoplites,0,Gre_Thorax_Hoplites,pel_transport,710,130,very_heavy
Gre_Thorax_Pike,0,Gre_Thorax_Pike,pel_transport,740,130,very_heavy
Gre_Thorax_Six,1,Gre_Thorax_Sword,greek_six,1130,226,heavy
Gre_Thorax_Sword,0,Gre_Thorax_Sword,pel_transport,710,120,very_heavy
Gre_Thureos_Four,1,Gre_Thureos_Spears,greek_four,740,148,medium
Gre_Thureos_Hoplites,0,Gre_Thureos_Hoplites,pel_transport,600,110,heavy
Gre_Thureos_Six,1,Gre_Thureos_Spears,greek_six,1130,226,heavy
Gre_Thureos_Spears,0,Gre_Thureos_Spears,pel_transport,560,100,medium
Gre_Thureos_Two,1,Gre_Thureos_Spears,persian_two,410,82,light
