land_unit_id,onscreen_name,accuracy,ammo,armour_id,bonus_hit_points,category,charge_bonus,melee_attack,melee_defence,morale,melee_weapon_id,range_weapon_id,reload,shield_id
Cel_Oathsworn,Oathsworn,5,2,mail_improved,20,inf_melee,35,48,39,70,rome_celtic_longsword_elite,rome_javelin_precursor,0,celtic
Cel_Onager,Celtic Onager,5,15,cloth,5,artillery,6,9,14,40,rome_shortsword,,4,none
Cel_Onager_Bastion,Celtic Bastion Onager,5,25,cloth,0,artillery,6,9,14,40,rome_shortsword,,20,none
Cel_Onager_Shp,Celtic Onager (Ship),40,1,cloth,5,artillery,6,12,14,40,rome_shortsword,,3,none
Cel_Raiding_Horsemen,Raiding Horsemen,5,7,light_padded,10,cavalry,25,36,16,50,rome_celtic_hellenic_sword_cav,rome_javelin,13,cavalry
Cel_Savage_Dogs,Savage Dogs,5,0,cloth,5,inf_melee,20,23,28,35,rome_celtic_longsword,,0,caetra
Cel_Scorpion,Celtic Scorpion (Fixed),5,30,cloth,5,artillery,6,9,14,40,rome_shortsword,,4,none
Cel_Scorpion_Bastion,Celtic Bastion Scorpion,5,40,cloth,0,artillery,6,9,14,40,rome_shortsword,,20,none
Cel_Short_Swords,Short Swords,5,2,cloth,10,inf_melee,19,37,15,40,rome_hoplite_sword,rome_javelin_precursor,0,celtic
Cel_Skirm,Celtic Skirmishers,5,7,cloth,10,inf_ranged,3,8,12,25,rome_shortsword,rome_javelin,13,celtic_missile
Cel_Slingers,Celtic Slingers,5,25,cloth,5,inf_ranged,3,8,12,25,rome_shortsword,rome_sling,13,celtic_round
Cel_Spear_Nobles,Spear Nobles,5,2,mail,20,inf_melee,32,34,47,70,rome_celtic_spear_elite,rome_javelin_precursor,0,celtic
Cel_Spear_Warriors,Spear Warriors,5,2,leather,10,inf_melee,22,24,30,45,rome_celtic_spear,rome_javelin_precursor,0,celtic
Cel_Sword_Followers,Sword Followers,5,2,mail,20,inf_melee,27,39,27,65,rome_celtic_longsword,rome_javelin_precursor,0,celtic
Cel_Tribal_Warriors,Tribal Warriors,5,2,scale_elite,15,inf_melee,26,30,40,55,rome_celtic_longsword,rome_javelin_precursor,0,celtic
Cel_Tribesmen,Celtic Tribesmen,5,2,cloth,0,inf_melee,10,9,22,25,rome_celtic_spear,rome_javelin_precursor,0,celtic
Cel_Veteran_Spears,Veteran Spears,5,2,mail,15,inf_melee,22,28,40,65,rome_celtic_spear,rome_javelin_precursor,0,celtic
Cel_Warriors,Celtic Warriors,5,2,cloth,15,inf_melee,25,27,20,45,rome_celtic_longsword,rome_javelin_precursor,0,celtic
Cel_Youths,Celtic Youths,5,7,cloth,5,inf_ranged,15,20,17,20,rome_shortsword,rome_javelin,8,celtic_missile
Dac_Armoured_Spears,Armoured Spears,5,0,mail,15,inf_melee,26,26,35,55,rome_celtic_spear,,0,celtic
Dac_Ballista,Dacian Ballista,5,15,cloth,5,artillery,6,9,14,40,rome_shortsword,,4,none
Dac_Ballista_Bastion,Dacian Bastion Ballista,5,25,cloth,0,artillery,6,9,14,40,rome_shortsword,,20,none
Dac_Ballista_Shp,Dacian Ballista (Ship),40,1,cloth,5,artillery,6,9,14,40,rome_shortsword,,4,none
Dac_Bow_Horsemen,Bow Horsemen,5,15,cloth,10,cavalry,4,9,13,35,rome_shortsword,rome_composite_bow_horse,18,none
Dac_Bowmen,Dacian Bowmen,5,15,cloth,5,inf_ranged,3,8,12,25,rome_shortsword,rome_bow,13,none
Dac_Cheiroballistra,Dacian Scorpion,5,40,cloth,5,artillery,6,9,14,40,rome_shortsword,,4,none
Dac_Falxmen,Falxmen,5,0,cloth,10,inf_melee,48,38,11,40,rome_falx,,0,none
Dac_Giant_Ballista,Dacian Giant Ballista,5,15,cloth,5,artillery,6,9,14,40,rome_shortsword,,4,none
Dac_Heavy_Bowmen,Dacian Heavy Bowmen,15,15,leather,5,inf_ranged,12,20,15,40,rome_shortsword,rome_bow_long,18,none
Dac_Heavy_Skirm,Dacian Heavy Skirmishers,15,7,leather,10,inf_ranged,12,26,15,40,rome_celtic_longsword,rome_javelin,13,celtic_missile
Dac_Heavy_Spears,Heavy Spears,5,0,leather,15,inf_melee,23,23,28,45,rome_celtic_spear_anti_cav,,0,celtic
Dac_Large_Onager,Dacian Heavy Onager,5,15,cloth,5,artillery,6,9,14,40,rome_shortsword,,4,none
Dac_Noble_Horsemen,Noble Horsemen,5,0,scale_elite,20,cavalry,63,53,22,70,rome_lance,,0,none
Dac_Noble_Spears,Noble Spears,5,0,mail_improved,20,inf_melee,32,32,45,70,rome_celtic_spear_elite,,0,celtic
Dac_Noble_Swords,Noble Swords,5,2,mail_improved,20,inf_melee,36,43,37,70,rome_celtic_longsword_elite,rome_javelin_precursor,0,celtic
Dac_Onager,Dacian Onager,5,15,cloth,5,artillery,6,9,14,40,rome_shortsword,,4,none
Dac_Onager_Bastion,Dacian Bastion Onager,5,25,cloth,0,artillery,6,9,14,40,rome_shortsword,,20,none
Dac_Onager_Shp,Dacian Onager (Ship),40,1,cloth,5,artillery,6,9,14,40,rome_shortsword,,4,none
Dac_Scorpion,Dacian Scorpion (Fixed),5,30,cloth,5,artillery,6,9,14,40,rome_shortsword,,4,none
Dac_Scorpion_Bastion,Dacian Bastion Scorpion,5,40,cloth,0,artillery,6,9,14,40,rome_shortsword,,20,none
Dac_Skirm,Dacian Skirmishers,5,7,cloth,5,inf_ranged,3,8,12,25,rome_shortsword,rome_javelin,13,celtic_missile
Dac_Spear_Horsemen,Spear Horsemen,5,0,leather,15,cavalry,31,31,16,45,rome_celtic_spear_cav,,0,cavalry
Dac_Spear_Warriors,Spear Warriors,5,0,leather,10,inf_melee,17,16,31,45,rome_celtic_spear_anti_cav,,0,celtic
Dac_Spears,Spears,5,0,cloth,5,inf_melee,12,11,24,30,rome_celtic_spear_anti_cav,,0,celtic
Dac_Tribesmen,Dacian Tribesmen,5,0,cloth,0,inf_melee,7,7,20,25,rome_celtic_spear,,0,celtic
Eas_Archers,Eastern Archers,5,15,cloth,5,inf_ranged,3,8,12,20,rome_shortsword,rome_recurve_bow,13,none
Eas_Armour_Horse_Archers,Armoured Horse Archers,5,15,scale,15,cavalry,14,36,13,45,rome_shortsword,rome_recurve_bow_horse,23,none
Eas_Axemen,Axemen,5,2,scale,10,inf_melee,22,36,24,50,rome_eastern_axe,rome_javelin_precursor,0,thureos
Eas_Azat_Knights,Azat Knights,5,0,scale,20,cavalry,40,51,35,60,rome_spear_cav_elite,,0,cavalry
Eas_Ballista,Eastern Ballista,5,15,cloth,5,artillery,6,9,14,35,rome_shortsword,,4,none
Eas_Ballista_Bastion,Eastern Bastion Ballista,5,25,cloth,0,artillery,6,9,14,35,rome_shortsword,,20,none
Eas_Ballista_Shp,Eastern Ballista (Ship),40,1,cloth,5,artillery,6,9,14,35,rome_shortsword,,4,none
Eas_Bithynian_Infantry,Bithynian Infantry,5,2,cloth,10,inf_melee,14,24,18,35,rome_eastern_axe,rome_javelin_precursor,0,caetra
Eas_Camel_Cataphracts,Camel Cataphracts,5,0,cataphract,5,cavalry,71,44,19,65,rome_lance,,0,none
Eas_Cappadocian_Cav,Cappadocian Cavalry,5,0,scale,15,cavalry,38,49,17,60,rome_spear_cav_elite,,0,cavalry
Eas_Cataphracts,Eastern Cataphracts,5,0,cataphract,15,cavalry,67,40,17,60,rome_lance,,0,none
Eas_Cheiroballistra,Eastern Scorpion,5,40,cloth,5,artillery,6,9,14,35,rome_shortsword,,4,none
Eas_Elite_Persian_Archers,Elite Persian Archers,5,15,light_padded,15,inf_ranged,18,28,32,50,rome_spear_anti_cav,rome_recurve_bow_elite,23,none
Eas_Garrison_Spear,Eastern Spearmen,5,0,cloth,5,inf_melee,11,13,24,25,rome_spear,,0,tower
Eas_Giant_Ballista,Eastern Giant Ballista,5,15,cloth,5,artillery,6,9,14,35,rome_shortsword,,4,none
Eas_Hillmen,Hillmen,5,2,cloth,5,inf_melee,12,25,11,35,rome_eastern_axe,rome_javelin_precursor,0,pelta
Eas_Horse_Archers,Horse Archers,5,15,cloth,10,cavalry,4,9,13,30,rome_shortsword,rome_recurve_bow_horse,18,none
Eas_Horse_Skirm,Horse Skirmishers,5,7,cloth,10,cavalry,4,9,13,30,rome_shortsword,rome_javelin_improved,18,pelta_cavalry
Eas_Javelinmen,Eastern Javelinmen,5,7,cloth,5,inf_ranged,3,8,12,20,rome_shortsword,rome_javelin_improved,13,pelta
Eas_Kartli_Axemen,Kartli Axemen,5,2,scale,15,inf_melee,25,43,26,55,rome_eastern_axe,rome_javelin_precursor,0,thureos
Eas_Large_Onager,Eastern Large Onager,5,15,cloth,5,artillery,7,9,14,35,rome_shortsword,,4,none
Eas_Median_Cav,Median Cavalry,5,0,scale,15,cavalry,34,40,15,50,rome_spear_cav,,0,cavalry
Eas_Mob,Mob,5,0,cloth,0,inf_melee,3,5,12,20,rome_shortsword,,0,none
Eas_Noble_Blood_Cav,Noble Blood Cavalry,5,0,scale,15,cavalry,34,46,15,55,rome_spear_cav,,0,cavalry
Eas_Noble_Horse_Archers,Noble Horse Archers,5,15,cataphract,15,cavalry,22,39,19,55,rome_eastern_sword,rome_recurve_bow_horse,28,none
Eas_Noble_Spear,Noble Spearmen,5,0,scale,20,inf_melee,24,32,36,60,rome_spear_elite,,0,hoplite
Eas_Onager,Eastern Onager,5,15,cloth,5,artillery,6,9,14,35,rome_shortsword,,4,none
Eas_Onager_Bastion,Eastern Bastion Onager,5,25,cloth,0,artillery,6,9,14,35,rome_shortsword,,20,none
Eas_Onager_Shp,Eastern Onager (Ship),40,1,cloth,5,artillery,6,9,14,35,rome_shortsword,,4,none
Eas_Par_Sword,Parthian Swordsmen,5,2,mail,15,inf_melee,19,36,34,60,rome_celtic_hellenic_sword,rome_javelin_precursor,0,thureos
Eas_Parthian_Foot_Archers,Parthian Foot Archers,5,15,cloth,10,inf_ranged,4,9,13,35,rome_shortsword,rome_composite_bow,18,none
Eas_Parthian_Horse_Archers,Parthian Horse Archers,5,15,cloth,15,cavalry,4,10,13,40,rome_shortsword,rome_composite_bow_horse,23,none
Eas_Persian_Cavalry,Persian Cavalry,5,0,scale,15,cavalry,67,40,15,60,rome_lance,,0,none
Eas_Persian_Hoplites,Persian Hoplites,5,0,leather,10,inf_melee,20,22,34,40,rome_spear,,0,hoplite
Eas_Persian_Light_Archers,Persian Light Archers,5,15,cloth,10,inf_ranged,4,9,13,30,rome_shortsword,rome_recurve_bow,18,none
Eas_Pontic_Peltasts,Pontic Peltasts,5,7,spolas,10,inf_ranged,10,18,15,40,rome_shortsword,rome_javelin_improved,18,peltast_thureos
Eas_Pontic_Sword,Pontic Swordsmen,5,2,scale,10,inf_melee,18,37,30,50,rome_celtic_hellenic_sword,rome_javelin_precursor,0,thureos
Eas_Royal_Cataphracts,Royal Cataphracts,5,0,cataphract_elite,20,cavalry,76,50,23,65,rome_lance_elite,,0,none
Eas_Scorpion,Eastern Scorpion (Fixed),5,30,cloth,5,artillery,6,9,14,35,rome_shortsword,,4,none
Eas_Scorpion_Bastion,Eastern Bastion Scorpion,5,40,cloth,0,artillery,6,9,14,35,rome_shortsword,,20,none
Eas_Scorpion_Pot_Ballista,Scorpion Pot Ballista,5,30,cloth,5,artillery,6,9,14,35,rome_shortsword,,4,none
Eas_Slingers,Eastern Slingers,5,25,cloth,5,inf_ranged,3,8,12,20,rome_shortsword,rome_sling_improved,13,pelta
Eas_Spear,Eastern Spearmen,5,0,cloth,5,inf_melee,11,13,24,25,rome_spear,,0,tower
Eas_Syrian_Heavy_Archers,Syrian Heavy Archers,5,15,scale,10,inf_ranged,4,10,13,40,rome_shortsword,rome_recurve_bow_elite,23,none
Egy_Archers,Egyptian Archers,5,15,cloth,5,inf_ranged,3,8,12,25,rome_shortsword,rome_bow,13,none
Egy_Cav,Egyptian Cavalry,5,0,padded,15,cavalry,29,45,18,40,rome_spear_cav,,0,cavalry
Egy_Galatian_Royal_Guard,Galatian Royal Guard,5,2,mail,20,inf_melee,32,50,39,70,rome_celtic_longsword_elite,rome_javelin_precursor,0,celtic
Egy_Galatian_Sword,Galatian Swordsmen,5,2,none,10,inf_melee,28,32,22,50,rome_celtic_longsword,rome_javelin_precursor,0,celtic
Egy_Infantry,Egyptian Infantry,5,2,padded,5,inf_melee,8,14,14,30,rome_shortsword,rome_javelin_precursor,0,thureos
Egy_Javelinmen,Egyptian Javelinmen,5,7,cloth,5,inf_ranged,3,8,12,25,rome_shortsword,rome_javelin,13,pelta
Egy_Karian_Axemen,Karian Axemen,5,5,cloth,15,inf_melee,21,28,12,40,rome_eastern_axe,rome_javelin_light,0,thureos
Egy_Mob,Mob,5,0,cloth,0,inf_melee,3,5,12,25,rome_shortsword,,0,none
Egy_Nubian_Bowmen,Nubian Bowmen,5,15,cloth,10,inf_ranged,4,9,13,35,rome_shortsword,rome_bow_long,18,none
Egy_Nubian_Spear,Nubian Spearmen,5,0,cloth,15,inf_melee,24,25,28,50,rome_spear,,0,thureos
Egy_Pike,Egyptian Pikemen,5,0,padded,10,inf_melee,4,30,5,30,rome_pike_levy,,0,pikemen
Egy_Slingers,Egyptian Slingers,5,25,cloth,5,inf_ranged,3,8,12,25,rome_shortsword,rome_sling,13,small_bronze
Egy_Sobek_Cultists,Sobek Cultists,5,2,padded,15,inf_melee,22,36,36,60,rome_kopis,rome_javelin_precursor,0,thureos
Ger_Ballista,German Ballista,5,15,cloth,5,artillery,6,9,14,35,rome_shortsword,,4,none
Ger_Ballista_Bastion,German Bastion Ballista,5,25,cloth,0,artillery,6,9,14,35,rome_shortsword,,20,none
Ger_Ballista_Shp,German Ballista (Ship),40,1,cloth,5,artillery,6,9,14,35,rome_shortsword,,4,none
Ger_Berserkers,Berserkers,5,0,none,25,inf_melee,51,56,31,75,rome_celtic_longsword_bonus_infantry,,0,germanic_shock
Ger_Bloodsworn,Bloodsworn,5,2,cloth,15,inf_melee,33,38,14,55,rome_club,rome_javelin_precursor,0,germanic_shock
Ger_Cheiroballistra,German Scorpion,5,40,cloth,5,artillery,6,9,14,35,rome_shortsword,,4,none
Ger_Cimbri_Bowwomen,Cimbri Bow-Women,5,15,cloth,15,inf_ranged,18,28,22,40,rome_spear_anti_cav,rome_recurve_bow,23,none
Ger_Club_Levy,Club Levy,5,2,cloth,10,inf_melee,16,20,11,30,rome_club,rome_javelin_precursor,0,germanic_wood
Ger_Giant_Ballista,German Giant Ballista,5,15,cloth,5,artillery,6,9,14,35,rome_shortsword,,4,none
Ger_Hex_Bearers,Hex-Bearers,2,0,cloth,5,inf_melee,16,50,1,50,rome_celtic_hellenic_sword,rome_javelin_precursor,0,germanic_wood
Ger_Horse_Runners,Horse Runners,5,7,cloth,10,inf_ranged,22,36,5,40,rome_celtic_hellenic_sword,rome_javelin,8,germanic_wood
Ger_Large_Onager,German Heavy Onager,5,15,cloth,5,artillery,6,9,14,35,rome_shortsword,,4,none
Ger_Longbow_Hunters,Longbow Hunters,5,15,cloth,5,inf_ranged,3,8,12,25,rome_shortsword,rome_longbow,18,none
Ger_Night_Hunters,Night Hunters,5,2,none,20,inf_melee,28,35,23,55,rome_celtic_spear,rome_javelin_precursor,0,germanic_shock
Ger_Noble_Riders,Noble Riders,5,0,mail,20,cavalry,46,47,22,70,rome_celtic_spear_cav_elite,,0,germanic_cav
Ger_Onager,German Onager,5,15,cloth,5,artillery,6,9,14,35,rome_shortsword,,4,none
Ger_Onager_Bastion,German Bastion Onager,5,25,cloth,0,artillery,6,9,14,35,rome_shortsword,,20,none
Ger_Onager_Shp,German Onager (Ship),40,1,cloth,5,artillery,6,9,14,35,rome_shortsword,,4,none
Ger_Riders_Hunt,Riders of the Hunt,5,0,cloth,15,cavalry,42,42,20,55,rome_celtic_spear_cav,,0,cavalry
Ger_Round_Shield_Sword,Round Shield Swordsmen,5,2,cloth,15,inf_melee,24,40,9,45,rome_celtic_hellenic_sword,rome_javelin_precursor,0,germanic_wood
Ger_Scorpion,German Scorpion (Fixed),5,30,cloth,5,artillery,6,9,14,35,rome_shortsword,,4,none
Ger_Scorpion_Bastion,German Bastion Scorpion,5,40,cloth,0,artillery,6,9,14,35,rome_shortsword,,20,none
Ger_Scout_Riders,Germanic Scout Riders,5,7,cloth,10,cavalry,24,34,10,45,rome_celtic_hellenic_sword_cav,rome_javelin,10,germanic_cav
Ger_Slingers,Germanic Slingers,5,25,cloth,5,inf_ranged,3,8,12,25,rome_shortsword,rome_sling,10,germanic_small_skirm
Ger_Spear_Brothers,Spear Brothers,5,2,cloth,15,inf_melee,23,25,36,40,rome_celtic_spear,rome_javelin_precursor,0,germanic_hex
Ger_Spear_Levy,Spear Levy,5,2,cloth,10,inf_melee,17,18,29,30,rome_celtic_spear_anti_cav,rome_javelin_precursor,0,germanic_wood
Ger_Spear_Wall,Spear Wall,5,2,padded,20,inf_melee,23,25,46,55,rome_celtic_spear,rome_javelin_precursor,0,germanic_wall
Ger_Spearwomen,Spearwomen,5,2,light_padded,10,inf_melee,23,32,20,50,rome_celtic_spear,rome_javelin_precursor,0,germanic_hex
Ger_Sword_Masters,Sword Masters,5,2,mail,30,inf_melee,32,43,37,70,rome_celtic_longsword,rome_javelin_precursor,0,germanic_hex
Ger_Tribesmen,Germanic Tribesmen,5,0,cloth,5,inf_melee,10,10,21,25,rome_celtic_spear,,0,germanic_wood
Ger_Wodanaz_Spears,Wodanaz Spears,5,2,cloth,25,inf_melee,29,38,39,70,rome_celtic_spear_elite,rome_javelin_precursor,0,germanic_hex
Ger_Wolf_Warriors,Wolf Warriors,5,2,cloth,15,inf_melee,35,42,21,65,rome_club,rome_javelin_precursor,0,germanic_shock
Ger_Youths,Germanic Youths,5,7,cloth,5,inf_ranged,10,18,15,20,rome_shortsword,rome_javelin,8,germanic_small_skirm
Gre_Agema_Cav,Agema Cavalry,5,0,bronze_elite,20,cavalry,76,46,21,70,rome_lance_elite,,0,none
Gre_Agema_Spears,Agema Spears,5,5,mail_improved,15,inf_melee,28,32,34,65,rome_spear_elite,rome_javelin_light,0,thureos
Gre_Agrianian_Axemen,Agrianian Axemen,5,7,light_padded,10,inf_ranged,27,30,16,50,rome_celtic_axe,rome_javelin,15,thureos
Gre_Archers,Archers,5,15,cloth,5,inf_ranged,3,8,12,25,rome_shortsword,rome_bow,13,none
Gre_Aspis_Companion_Cav,Aspis Companion Cavalry,5,2,bronze,20,cavalry,40,68,19,70,rome_kopis_cav,rome_javelin_precursor,0,hoplite_cav
Gre_Ballista,Greek Ballista,5,15,cloth,5,artillery,6,9,14,40,rome_shortsword,,4,none
Gre_Ballista_Bastion,Greek Bastion Ballista,5,25,cloth,0,artillery,6,9,14,40,rome_shortsword,,20,none
Gre_Ballista_Shp,Greek Ballista (Ship),40,1,cloth,5,artillery,6,9,14,40,rome_shortsword,,4,none
Gre_Beehive_Onager,Greek Beehive Onager,5,15,cloth,5,artillery,6,9,14,40,rome_shortsword,,4,none
Gre_Bronze_Shield_Pike,Bronze Shield Pikemen,5,0,spolas,20,inf_melee,11,43,23,65,rome_pike,,0,pikemen
Gre_Cheiroballistra,Greek Scorpion,5,40,cloth,5,artillery,6,9,14,35,rome_shortsword,,4,none
Gre_Cimmerian_Heavy_Archers,Cimmerian Heavy Archers,5,15,spolas,15,inf_ranged,8,16,18,55,rome_spear_anti_cav,rome_composite_bow,28,none
Gre_Cimmerian_Noble_Infantry,Cimmerian Noble Infantry,5,0,spolas,20,inf_melee,21,41,45,70,rome_hoplite_spear_elite,,0,hoplite
Gre_Citizen_Cav,Citizen Cavalry,5,0,spolas,10,cavalry,28,37,13,45,rome_hoplite_spear_cav,,0,hoplite_cav
Gre_Citizen_Hoplites,Citizen Hoplites,5,0,cloth,5,inf_melee,10,16,28,35,rome_hoplite_spear,,0,hoplite
Gre_Colchian_Nobles,Colchian Nobles,5,0,scale_elite,20,inf_melee,21,34,49,70,rome_hoplite_spear_elite,,0,hoplite
Gre_Companion_Cav,Companion Cavalry,5,0,bronze_elite,20,cavalry,76,46,21,70,rome_lance_elite,,0,none
Gre_Cretan_Archers,Cretan Archers,5,15,leather,15,inf_ranged,6,12,14,55,rome_shortsword,rome_composite_bow_elite,28,none
Gre_Foot_Companions,Foot Companions,5,0,spolas_improved,20,inf_melee,13,49,33,70,rome_pike_elite,,0,pikemen
Gre_Giant_Ballista,Greek Giant Ballista,5,15,cloth,5,artillery,6,9,14,40,rome_shortsword,,4,none
Gre_Gorgos_Skirmishers,Gorgo's Skirmishers,5,25,cloth,10,inf_ranged,3,8,2,35,rome_shortsword,rome_sling_improved,25,small_bronze
Gre_Hellenic_Cataphracts,Hellenic Cataphracts,5,0,cataphract,20,cavalry,76,46,23,70,rome_lance_elite,,0,none
Gre_Helot_Archers,Helot Archers,5,15,cloth,5,inf_ranged,3,8,12,25,rome_shortsword,rome_bow,13,none
Gre_Helot_Javelinmen,Helot Javelinmen,5,7,cloth,5,inf_ranged,3,8,12,25,rome_shortsword,rome_wooden_javelin,13,pelta
Gre_Helot_Slingers,Helot Slingers,5,25,cloth,5,inf_ranged,3,8,12,25,rome_shortsword,rome_sling,13,pelta
Gre_Heroes_Sparta,Heroes of Sparta,5,0,bronze,25,inf_melee,33,48,50,75,rome_spear_elite,,0,hoplite
Gre_Hippeus_Lancers,Hippeus Lancers,5,0,bronze,20,cavalry,57,44,15,65,rome_lance_elite,,0,none
Gre_Hoplites,Hoplites,5,0,spolas,15,inf_melee,21,34,42,55,rome_hoplite_spear,,0,hoplite
Gre_Javelinmen,Javelinmen,5,7,cloth,5,inf_ranged,3,8,12,25,rome_shortsword,rome_wooden_javelin,13,pelta
Gre_Large_Onager,Greek Heavy Onager,5,15,cloth,5,artillery,6,9,14,40,rome_shortsword,,4,none
Gre_Levy_Pike,Levy Pikemen,5,0,leather,5,inf_melee,4,30,5,35,rome_pike_levy,,0,pikemen
Gre_Levy_Thureos_Spears,Levy Thureos Spears,5,5,cloth,10,inf_melee,21,19,22,40,rome_spear,rome_javelin_light,0,thureos
Gre_Light_Cav,Light Cavalry,5,0,leather,10,cavalry,29,38,10,40,rome_spear_cav,,0,caetra_fast_cav
Gre_Light_Hoplites,Light Hoplites,5,0,padded,15,inf_melee,18,23,30,45,rome_hoplite_spear,,0,hoplite
Gre_Light_Peltasts,Light Peltasts,5,10,cloth,10,inf_ranged,10,18,15,45,rome_shortsword,rome_javelin,23,peltast_thureos
Gre_Massilian_Cav,Massilian Cavalry,5,0,leather,15,cavalry,36,40,10,55,rome_spear_cav,,0,caetra_fast_cav
Gre_Massilian_Hoplites,Massilian Hoplites,5,0,mail_improved,20,inf_melee,26,36,42,65,rome_hoplite_spear_elite,,0,hoplite
Gre_Massilian_Thureos_Spears,Massilian Thureos Spears,5,5,leather,15,inf_melee,30,28,24,55,rome_spear,rome_javelin_light,0,thureos
Gre_Militia_Hoplites,Militia Hoplites,5,0,cloth,5,inf_melee,15,21,30,45,rome_hoplite_spear,,0,hoplite
Gre_Mob,Mob,5,0,cloth,0,inf_melee,3,5,12,20,rome_shortsword,,0,none
Gre_Molossian_Dogs,Molossian Dogs,5,0,cloth,5,inf_melee,20,35,28,35,rome_celtic_longsword,,0,caetra
Gre_Onager,Greek Onager,5,15,cloth,5,artillery,6,9,14,40,rome_shortsword,,4,none
Gre_Onager_Bastion,Greek Bastion Onager,5,25,cloth,0,artillery,6,9,14,40,rome_shortsword,,20,none
Gre_Onager_Shp,Greek Onager (Ship),40,1,cloth,5,artillery,6,9,14,40,rome_shortsword,,4,none
Gre_Peltasts,Peltasts,5,7,spolas,10,inf_ranged,10,18,15,40,rome_shortsword,rome_javelin,18,peltast_thureos
Gre_Pergamon_Noble_Cavalry,Pergamenes Noble Cavalry,5,0,mail_improved,20,cavalry,76,46,21,70,rome_lance_elite,,0,none
Gre_Periokoi_Hoplites,Perioikoi Hoplites,5,0,leather,15,inf_melee,14,24,35,45,rome_hoplite_spear,,0,hoplite
Gre_Periokoi_Peltasts,Perioikoi Peltasts,5,7,leather,10,inf_ranged,10,18,15,40,rome_shortsword,rome_javelin,13,peltast_thureos
Gre_Periokoi_Pike,Perioikoi Pikemen,5,0,leather,10,inf_melee,7,34,12,45,rome_pike,,0,pikemen
Gre_Periokoi_Spears,Perioikoi Spears,5,2,leather,10,inf_melee,20,20,25,40,rome_spear,rome_javelin_precursor,0,thureos
Gre_Picked_Hoplites,Picked Hoplites,5,0,bronze,20,inf_melee,25,42,46,75,rome_hoplite_spear_elite,,0,hoplite
Gre_Picked_Peltasts,Picked Peltasts,5,10,spolas,15,inf_ranged,12,28,15,55,rome_kopis,rome_javelin_improved,23,peltast_thureos
Gre_Pike,Pikemen,5,0,spolas,15,inf_melee,7,34,15,45,rome_pike,,0,pikemen
Gre_Polybolos,Greek Polybolos,5,60,cloth,5,artillery,6,9,14,35,rome_shortsword,,4,none
Gre_Polybolos_Bastion,Greek Bastion Polybolos,5,80,cloth,0,artillery,6,9,14,40,rome_shortsword,,20,none
Gre_Pontic_Royal_Cav,Pontic Royal Cavalry,5,0,bronze,20,cavalry,76,46,17,70,rome_lance,,0,none
Gre_Ptolemaic_Cav,Ptolemaic Cavalry,5,0,bronze,20,cavalry,63,55,22,70,rome_lance,,0,none
Gre_Rhodian_Slingers,Rhodian Slingers,5,25,light_padded,15,inf_ranged,6,12,14,55,rome_shortsword,rome_sling_lead,28,small_bronze
Gre_Royal_Cav,Hellenic Royal Cavalry,5,0,bronze,20,cavalry,76,46,17,70,rome_lance_elite,,0,none
Gre_Royal_Guard,Hellenic Royal Guard,5,0,bronze,20,inf_melee,13,46,28,70,rome_pike_elite,,0,pikemen
Gre_Royal_Peltasts,Royal Peltasts,5,3,spolas,20,inf_melee,21,62,34,70,rome_kopis,rome_javelin_light,0,hoplite
Gre_Royal_Spartans,Royal Spartans,5,0,bronze,20,inf_melee,28,44,52,75,rome_hoplite_spear_elite,,0,hoplite
Gre_Royal_Thorax_Sword,Royal Thorax Swordsmen,5,2,mail_improved,20,inf_melee,27,46,39,70,rome_celtic_hellenic_sword_elite,rome_javelin_precursor,0,thureos
Gre_Sarissa_Cav,Sarissa Cavalry,5,0,cloth,10,cavalry,51,34,14,35,rome_lance,,0,none
Gre_Scorpion,Greek Scorpion (Fixed),5,30,cloth,5,artillery,6,9,14,35,rome_shortsword,,4,none
Gre_Scorpion_Bastion,Greek Bastion Scorpion,5,40,cloth,0,artillery,6,9,14,40,rome_shortsword,,20,none
Gre_Scythed_Chariots,Scythed Chariots,5,0,scale_elite,15,cavalry,45,54,29,65,rome_gladius,,0,none
Gre_Scythian_Hoplites,Scythian Hoplites,5,0,spolas,15,inf_melee,20,30,41,50,rome_spear,,0,hoplite
Gre_Shield_Bearers,Shield Bearers,5,0,bronze_elite,20,inf_melee,28,41,42,70,rome_spear_elite,,0,hoplite
Gre_Silver_Shield_Pike,Silver Shield Pikemen,5,0,bronze_elite,20,inf_melee,13,44,32,70,rome_pike_elite,,0,pikemen
Gre_Silver_Shield_Sword,Silver Shield Swordsmen,5,2,mail_improved,20,inf_melee,27,43,42,70,rome_celtic_hellenic_sword_elite,rome_javelin_precursor,0,thureos
Gre_Skirm_Cav,Skirmisher Cavalry,5,7,cloth,5,cavalry,4,9,13,35,rome_shortsword,rome_wooden_javelin,18,pelta_cavalry
Gre_Slingers,Slingers,5,25,cloth,5,inf_ranged,3,8,12,25,rome_shortsword,rome_sling,13,small_bronze
Gre_Spartan_Hoplites,Spartan Hoplites,5,0,spolas,15,inf_melee,26,36,50,65,rome_hoplite_spear,,0,hoplite
Gre_Spartan_Pike,Spartan Pikemen,5,0,spolas,20,inf_melee,9,41,18,60,rome_pike,,0,pikemen
Gre_Spartan_Youths,Spartan Youths,5,0,cloth,10,inf_melee,18,18,26,40,rome_hoplite_spear,,0,hoplite
